,type,rcvTime,pos,noise,spd,spd_noise,sendTime,sender,messageID,pos_noise,RSSI
715,2,10869.1,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
716,2,10869.199999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
717,2,10869.3,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
718,2,10869.4,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
719,2,10869.5,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
720,2,10869.6,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
721,2,10869.699999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
722,2,10869.8,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
723,2,10869.9,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
724,2,10870.0,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
725,2,10870.1,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
726,2,10870.199999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
727,2,10870.3,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
728,2,10870.4,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
729,2,10870.5,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
730,2,10870.6,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
731,2,10870.699999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
732,2,10870.8,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
733,2,10870.9,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
734,2,10871.0,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
735,2,10871.1,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
736,2,10871.199999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
737,2,10871.3,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
738,2,10871.4,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
739,2,10871.5,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
740,2,10871.6,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
741,2,10871.699999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
742,2,10871.8,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
743,2,10871.9,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
744,2,10872.0,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
745,2,10872.1,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
746,2,10872.199999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
747,2,10872.3,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
748,2,10872.4,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
749,2,10872.5,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
750,2,10872.6,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
751,2,10872.699999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
752,2,10872.8,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
753,2,10872.9,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
754,2,10873.0,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
755,2,10873.1,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
756,2,10873.199999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
757,2,10873.3,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
758,2,10873.4,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
759,2,10873.5,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
760,2,10873.6,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
761,2,10873.699999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
762,2,10873.8,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
763,2,10873.9,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
764,2,10874.0,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
765,2,10874.1,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
766,2,10874.199999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
767,2,10874.3,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
768,2,10874.4,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
769,2,10874.5,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
770,2,10874.6,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
771,2,10874.699999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
772,2,10874.8,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
773,2,10874.9,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
774,2,10875.0,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
775,2,10875.1,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
776,2,10875.199999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
777,2,10875.3,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
778,2,10875.4,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
779,2,10875.5,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
780,2,10875.6,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
781,2,10875.699999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
782,2,10875.8,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
783,2,10875.9,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
784,2,10876.0,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
785,2,10876.1,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
786,2,10876.199999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
787,2,10876.3,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
788,2,10876.4,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
789,2,10876.5,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
790,2,10876.6,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
791,2,10876.699999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
792,2,10876.8,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
793,2,10876.9,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
794,2,10877.0,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
795,2,10877.1,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
796,2,10877.199999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
797,2,10877.3,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
798,2,10877.4,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
799,2,10877.5,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
800,2,10877.6,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
801,2,10877.699999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
802,2,10877.8,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
803,2,10877.9,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
804,2,10878.0,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
805,2,10878.1,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
806,2,10878.199999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
807,2,10878.3,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
808,2,10878.4,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
809,2,10878.5,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
810,2,10878.6,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
811,2,10878.699999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
812,2,10878.8,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
813,2,10878.9,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
814,2,10879.0,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
815,2,10879.1,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
816,2,10879.199999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
817,2,10879.3,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
818,2,10879.4,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
819,2,10879.5,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
820,2,10879.6,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
821,2,10879.699999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
822,2,10879.8,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
823,2,10879.9,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
824,2,10880.0,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
825,2,10880.1,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
826,2,10880.199999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
827,2,10880.3,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
828,2,10880.4,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
829,2,10880.5,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
830,2,10880.6,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
831,2,10880.699999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
832,2,10880.8,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
833,2,10880.9,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
834,2,10881.0,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
835,2,10881.1,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
836,2,10881.199999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
837,2,10881.3,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
838,2,10881.4,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
839,2,10881.5,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
840,2,10881.6,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
841,2,10881.699999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
842,2,10881.8,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
843,2,10881.9,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
844,2,10882.0,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
845,2,10882.1,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
846,2,10882.199999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
847,2,10882.3,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
848,2,10882.4,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
849,2,10882.5,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
850,2,10882.6,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
851,2,10882.699999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
852,2,10882.8,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
853,2,10882.9,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
854,2,10883.0,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
855,2,10883.1,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
856,2,10883.199999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
857,2,10883.3,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
858,2,10883.4,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
859,2,10883.5,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
860,2,10883.6,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
861,2,10883.699999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
862,2,10883.8,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
863,2,10883.9,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
864,2,10884.0,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
865,2,10884.1,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
866,2,10884.199999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
867,2,10884.3,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
868,2,10884.4,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
869,2,10884.5,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
870,2,10884.6,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
871,2,10884.699999999999,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
872,2,10884.8,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
873,2,10884.9,"[4411.422040116109, 5310.527714384085, 1.895]","[0.0, 0.0, 0.0]","[0.0, -0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
